,xxx,HOMO-3/LUMO,HOMO-3/LUMO+1,HOMO-3/LUMO+2,HOMO-3/LUMO+3,HOMO-2/LUMO,HOMO-2/LUMO+1,HOMO-2/LUMO+2,HOMO-2/LUMO+3,HOMO-1/LUMO,HOMO-1/LUMO+1,HOMO-1/LUMO+2,HOMO-1/LUMO+3,HOMO/LUMO,HOMO/LUMO+1,HOMO/LUMO+2,HOMO/LUMO+3,IP,EA
463,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[C:11]([H:12])([H:13])[H:14])[c:15]1[c:16]([H:17])[c:18]([H:19])[c:20]([H:21])[c:22]([H:23])[c:24]1[H:25])([Br:26])[c:27]1[c:28]([H:29])[c:30]([H:31])[c:32]([H:33])[c:34]([H:35])[c:36]1[H:37],0.33933600720978047,0.3637939490643941,0.3618246885359799,0.35331670679888055,0.3333232896492279,0.35785173776675744,0.3561818998897453,0.34765219847211065,0.32099194332319836,0.34546936285589913,0.3430623331805188,0.3348531459943683,0.207402251267406,0.2312886912804531,0.22913413509048858,0.22149467198424447,0.3153374527566639,0.025518574298245757
464,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[N:11]([c:12]1[c:13]([H:14])[c:15]([H:16])[c:17]([H:18])[c:19]([H:20])[c:21]1[H:22])[H:23])[c:24]1[c:25]([H:26])[c:27]([H:28])[c:29]([H:30])[c:31]([H:32])[c:33]1[H:34])([H:35])[H:36],0.3534188197299859,0.39113237905261317,0.38669379892605715,0.3898901260893446,0.3414248692777238,0.37932233704672536,0.3747673777082855,0.3780032678196769,0.328707745464085,0.36645441561736714,0.36192653497898253,0.3650680173213239,0.28771294701151395,0.3257455858748843,0.3209204850628796,0.32418163842875714,0.2894983292686574,0.001936241976177097
465,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[H:11])[C:12]([H:13])([H:14])[H:15])([c:16]1[c:17]([H:18])[c:19]([H:20])[c:21]([H:22])[c:23]([H:24])[c:25]1[H:26])[c:27]1[c:28]([H:29])[c:30]([H:31])[c:32]([H:33])[c:34]([H:35])[c:36]1[H:37],0.3462616970175069,0.3752859358963888,0.3598434832807801,0.3507740555515052,0.34237075694310537,0.37152949376567096,0.35588441161238393,0.34693192131254336,0.33808803153366024,0.36707893835986943,0.3514520772952957,0.3425202048570388,0.320017633463891,0.3490304557477132,0.333220053170021,0.3246920116462434,0.3162917740948822,-0.0015888780931204687
466,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[N:11]([H:12])[H:13])[c:14]1[c:15]([H:16])[c:17]([H:18])[c:19]([H:20])[c:21]([H:22])[c:23]1[H:24])([Br:25])[c:26]1[c:27]([H:28])[c:29]([H:30])[c:31]([H:32])[c:33]([H:34])[c:35]1[H:36],0.33558605286901066,0.364793680836729,0.36354547227008016,0.35701112788266004,0.33016284214999675,0.35915564130365596,0.3583243247472501,0.3518648963567559,0.3171265528734188,0.34629363652930467,0.34507632644134967,0.3386293799344907,0.25989530027848184,0.2888718835995726,0.2870500111808715,0.28135094996399423,0.30594534847421856,0.019689875658993584
467,[C:1]([H:2])([H:3])=[N+:4]([O-:5])[O-:6].[C:7](=[C:8](/[C:9](=[O:10])[N:11]([C:12]([H:13])([H:14])[H:15])[C:16]([H:17])([H:18])[H:19])[c:20]1[c:21]([H:22])[c:23]([H:24])[c:25]([H:26])[c:27]([H:28])[c:29]1[H:30])(\[C:31]([H:32])([H:33])[H:34])[Br:35],0.3414518759289889,0.3762532367359087,0.381807127856795,0.4039952581222034,0.32275997503648995,0.35769757916605355,0.36325249290149475,0.3854917745377091,0.31896190269223645,0.35370647201224636,0.3592570261489255,0.3814796673514531,0.29418495957173774,0.3290297750590061,0.3341851690744274,0.35709531594681565,0.3019107048040719,0.007244831837647242
468,[C:1]([H:2])([H:3])=[N+:4]([O-:5])[O-:6].[C:7](=[C:8](/[C:9](=[O:10])[O:11][C:12]([H:13])([H:14])[H:15])[C:16]([H:17])([H:18])[H:19])(\[Br:20])[H:21],0.3987558919134449,0.44047878397279866,0.480597352625362,0.5126825652952848,0.3849806579010747,0.42638995539697755,0.4666631009429233,0.49886291671885064,0.36883453501879426,0.4100276307107255,0.45013939601447994,0.4822679149692387,0.14078868700635921,0.18227719995682673,0.22232760405347518,0.25448734718974236,0.34169991352908885,0.0022933464446763725
469,[C:1]([H:2])([H:3])=[N+:4]([O-:5])[O-:6].[C:7](=[C:8](/[C:9](=[O:10])[N:11]([c:12]1[c:13]([H:14])[c:15]([H:16])[c:17]([H:18])[c:19]([H:20])[c:21]1[H:22])[H:23])[Cl:24])(\[C:25]([H:26])([H:27])[H:28])[H:29],0.367961444330038,0.3930970318350981,0.41507335131001416,0.4478304093915205,0.35140133836200627,0.37659727048947433,0.39860811154191894,0.43137183644768384,0.3300968620723995,0.35538519488799214,0.37723992953538715,0.41020010624560876,0.1206562104489235,0.1457581642264659,0.1674014318585506,0.20055747084119452,0.3041241194152126,0.009206872549751685
470,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[N:11]([H:12])[H:13])[c:14]1[c:15]([H:16])[c:17]([H:18])[c:19]([H:20])[c:21]([H:22])[c:23]1[H:24])([H:25])[C:26]([H:27])([H:28])[H:29],0.36926984658059675,0.40899610376630474,0.4256405228943557,0.4773361070681214,0.35230493946163133,0.392153350703149,0.40871859219019735,0.4603943987243932,0.3415663413645349,0.38139650885193743,0.3979356121575303,0.4496228112636048,0.2953711988924639,0.33529229970602203,0.3515796368913775,0.40320933758338795,0.30778810968956183,-0.003381163694340253
471,[C:1]([H:2])([H:3])=[N+:4]([O-:5])[O-:6].[C:7](=[C:8](/[C:9](=[O:10])[N:11]([H:12])[H:13])[Br:14])(\[c:15]1[c:16]([H:17])[c:18]([H:19])[c:20]([H:21])[c:22]([H:23])[c:24]1[H:25])[Br:26],0.35275178630625115,0.3717031392453108,0.3778155669466922,0.41059318107524023,0.34613884823775704,0.3649059788271853,0.3710682706517109,0.4040372462717941,0.32724399262913273,0.3461440163654659,0.3516623520566026,0.38512361488713465,0.03435600069405733,0.05267883836050287,0.05872716036242069,0.09168490338888816,0.33282592276881856,0.03296832965453801
472,[C:1]([H:2])([H:3])=[N+:4]([O-:5])[O-:6].[C:7](=[C:8]([C:9](=[O:10])[N:11]([C:12]([H:13])([H:14])[H:15])[C:16]([H:17])([H:18])[H:19])[Br:20])([c:21]1[c:22]([H:23])[c:24]([H:25])[c:26]([H:27])[c:28]([H:29])[c:30]1[H:31])[c:32]1[c:33]([H:34])[c:35]([H:36])[c:37]([H:38])[c:39]([H:40])[c:41]1[H:42],0.31832775525772106,0.34516838339291844,0.34524309618088783,0.3395759115847662,0.31214762393128603,0.3393107173666515,0.3396582834317289,0.33373824568975186,0.30111874219739143,0.3281014787854484,0.32794650712835804,0.3223474453770698,0.17138572229283625,0.1977941629548682,0.19809293142915121,0.1927837250211736,0.2877920043673452,0.03729861289595828
473,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[N:11]([c:12]1[c:13]([H:14])[c:15]([H:16])[c:17]([H:18])[c:19]([H:20])[c:21]1[H:22])[H:23])[Cl:24])([Br:25])[Br:26],0.3713472943731868,0.3846602622711595,0.3864523117520042,0.4052019150865586,0.3688952441709817,0.3819756612579416,0.38395253612519986,0.40292267564312495,0.34539493396298554,0.35871395122426286,0.36021235188595097,0.37937421940816085,0.11275807720453668,0.12530932570417988,0.1272070697365482,0.1465539329417423,0.328036787542201,0.012618544655493136
474,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[N:11]([c:12]1[c:13]([H:14])[c:15]([H:16])[c:17]([H:18])[c:19]([H:20])[c:21]1[H:22])[H:23])[C:24]([H:25])([H:26])[H:27])([c:28]1[c:29]([H:30])[c:31]([H:32])[c:33]([H:34])[c:35]([H:36])[c:37]1[H:38])[H:39],0.3536093215295011,0.38376438318177425,0.3719736678091545,0.3736452617662858,0.3426322126560023,0.3728634777878516,0.36107663165275083,0.3627245848320824,0.3330518202523018,0.36324479506105856,0.351438840918431,0.35317651461109484,0.30370818223750773,0.333931236951727,0.3219026486524727,0.32372830402281194,0.28982328469833285,-0.007671784419209157
475,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[O:11][C:12]([H:13])([H:14])[H:15])[H:16])([Br:17])[Cl:18],0.41168175604632484,0.4402702965258765,0.4697705115925689,0.5150876159576696,0.4051066569362944,0.4333613993387108,0.4629032470596684,0.5083455796398396,0.3889982292418223,0.4172870730859358,0.44699928288599605,0.4923008718528189,0.0960960141904926,0.12402472082823265,0.15378739363179592,0.19865502809898633,0.371314829592246,-0.0014069494998297627
476,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[H:11])[H:12])([C:13]([H:14])([C:15]([H:16])([H:17])[H:18])[C:19]([H:20])([H:21])[H:22])[H:23],0.40906546139180244,0.4727838794714064,0.5242290040753242,0.535308578649665,0.39897591104456626,0.4623709424677088,0.5138309635479542,0.5250030092854564,0.38346427339949546,0.4470606360880627,0.49845207206899705,0.5096299373749104,0.2455084086078781,0.30906726825254593,0.36066661770762437,0.37157860553391425,0.3612093912206588,-0.012633046736061393
477,[C:1]([H:2])([H:3])=[N+:4]([O-:5])[O-:6].[C:7](=[C:8](/[C:9](=[O:10])[H:11])[H:12])(\[c:13]1[c:14]([H:15])[c:16]([H:17])[c:18]([H:19])[c:20]([H:21])[c:22]1[H:23])[H:24],0.3593634255912038,0.37945410723826434,0.4429545445901059,0.4656438400283873,0.3502055662866586,0.370273720948408,0.4338650806803999,0.4564785877548617,0.32441759671437564,0.3445597870575315,0.4084665109819129,0.43097662935566045,0.030859006660388055,0.05044011082005856,0.11409477401198145,0.13675640742645995,0.33922136520650825,0.04489301268095238
478,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[N:11]([H:12])[H:13])[c:14]1[c:15]([H:16])[c:17]([H:18])[c:19]([H:20])[c:21]([H:22])[c:23]1[H:24])([C:25]([H:26])([H:27])[H:28])[H:29],0.36926984658059675,0.40899610376630474,0.4256405228943557,0.4773361070681214,0.35230493946163133,0.392153350703149,0.40871859219019735,0.4603943987243932,0.3415663413645349,0.38139650885193743,0.3979356121575303,0.4496228112636048,0.2953711988924639,0.33529229970602203,0.3515796368913775,0.40320933758338795,0.30778810968956183,-0.003381163694340253
479,[C:1]([H:2])([H:3])=[N+:4]([O-:5])[O-:6].[C:7](=[C:8](/[C:9](=[O:10])[c:11]1[c:12]([H:13])[c:14]([H:15])[c:16]([H:17])[c:18]([H:19])[c:20]1[H:21])[Cl:22])(\[H:23])[Cl:24],0.36115149023437026,0.3781898209663509,0.42100747435397484,0.4516691522986836,0.35227707942665054,0.36940195817126087,0.41216078773560244,0.4427296229482545,0.33334806529314465,0.3503751245033461,0.39342316925717113,0.4240267515871098,0.03524211261695094,0.05154302598635091,0.09443863379813483,0.12530377856829236,0.35264190930023565,0.04671433008290075
480,[C:1]([H:2])([H:3])=[N+:4]([O-:5])[O-:6].[C:7](=[C:8](/[C:9](=[O:10])[N:11]([c:12]1[c:13]([H:14])[c:15]([H:16])[c:17]([H:18])[c:19]([H:20])[c:21]1[H:22])[H:23])[c:24]1[c:25]([H:26])[c:27]([H:28])[c:29]([H:30])[c:31]([H:32])[c:33]1[H:34])(\[C:35]([H:36])([H:37])[H:38])[c:39]1[c:40]([H:41])[c:42]([H:43])[c:44]([H:45])[c:46]([H:47])[c:48]1[H:49],0.30367497597360515,0.32902495672351784,0.3161767721320568,0.3019482979494432,0.3006018831409877,0.32616413649004816,0.31349449818091574,0.2988515206932515,0.2859899429302051,0.3115511076740579,0.29845029238517096,0.2838509436074138,0.14926587585828824,0.1742668408821923,0.16163278558799782,0.14777293382838871,0.26437866273270477,0.04366887626738118
481,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[C:11]([H:12])([H:13])[H:14])[c:15]1[c:16]([H:17])[c:18]([H:19])[c:20]([H:21])[c:22]([H:23])[c:24]1[H:25])([H:26])[Cl:27],0.3866163085984672,0.412054376428197,0.4349450842596515,0.46487102154572907,0.3726822859069871,0.39790881240236897,0.42077147727212233,0.45073226452335086,0.35408520105700364,0.37942624395821883,0.40228598796217774,0.4320202222733722,0.13067600651886382,0.156213813327619,0.17864859711412479,0.20893503455427886,0.3315050107859753,0.004905100784678188
482,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[N:11]([C:12]([H:13])([H:14])[H:15])[C:16]([H:17])([H:18])[H:19])[Cl:20])([Cl:21])[c:22]1[c:23]([H:24])[c:25]([H:26])[c:27]([H:28])[c:29]([H:30])[c:31]1[H:32],0.3677387917005398,0.3973605959503572,0.4088676917179857,0.4452317947406527,0.3484572821894874,0.3782517263277554,0.3897383522898689,0.42605398897811886,0.3391060560344764,0.36884124259732953,0.38016495777163695,0.41657892140043273,0.2998519627172705,0.32964896839287616,0.34041609363679043,0.3771244037498084,0.31188171907632417,-0.002422192443307175
483,[C:1]([H:2])([H:3])=[N+:4]([O-:5])[O-:6].[C:7](=[C:8](/[C:9](=[O:10])[O:11][C:12]([H:13])([H:14])[H:15])[H:16])(\[c:17]1[c:18]([H:19])[c:20]([H:21])[c:22]([H:23])[c:24]([H:25])[c:26]1[H:27])[Br:28],0.36921686533400994,0.3839886168464902,0.4192310611952876,0.4641977629376456,0.35569072437326954,0.37039545364097853,0.405745399063418,0.4508459949250355,0.3403081039822102,0.354970414734319,0.390339595316619,0.43551901562107326,0.02598013744094637,0.040788229930469044,0.07582794265970186,0.12102065784508098,0.3403062540926666,0.03667752764970158
484,[C:1]([H:2])([H:3])=[N+:4]([O-:5])[O-:6].[C:7](=[C:8]([C:9](=[O:10])[N:11]([c:12]1[c:13]([H:14])[c:15]([H:16])[c:17]([H:18])[c:19]([H:20])[c:21]1[H:22])[H:23])[Cl:24])([Br:25])[Br:26],0.36174107833481656,0.37335640478928045,0.37835170372948923,0.4003142466127648,0.351153209994572,0.3628290903754364,0.3677748018910042,0.3899720058343473,0.32502488434628596,0.33685094018494127,0.3412503022695604,0.36404624258101836,0.07660237283000873,0.08724423594490391,0.0923573642218862,0.1145623251413084,0.32256781270567236,0.02441915091900883
485,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[N:11]([C:12]([H:13])([H:14])[H:15])[C:16]([H:17])([H:18])[H:19])[Cl:20])([Cl:21])[Cl:22],0.4039039451260951,0.4321662501384401,0.4590871192360101,0.49332321802231693,0.39347305651674713,0.42141352288582967,0.44849956075384007,0.48281103098826855,0.3758466796841594,0.40451541583904155,0.4310156777231374,0.4653453701379604,0.24576917983276308,0.27431362363222156,0.301119501627851,0.33517075889760156,0.3346771299158627,-0.010948592853090586
486,[C:1]([H:2])([H:3])=[N+:4]([O-:5])[O-:6].[C:7](=[C:8](/[C:9](=[O:10])[N:11]([H:12])[H:13])[H:14])(\[H:15])[Br:16],0.3976081892437008,0.43721726812507555,0.47391784175757107,0.5018103628216318,0.3857627934945331,0.4249077676608596,0.4620791103781345,0.48997774098613595,0.3716551499281976,0.4110365264367597,0.44775012238773,0.4758207023181125,0.06608017917650408,0.10557921048515517,0.14196151325748965,0.1703505217036814,0.35245338255754144,0.004148232914292315
487,[C:1]([H:2])([H:3])=[N+:4]([O-:5])[O-:6].[C:7](=[C:8](/[C:9](=[O:10])[N:11]([C:12]([H:13])([H:14])[H:15])[H:16])[c:17]1[c:18]([H:19])[c:20]([H:21])[c:22]([H:23])[c:24]([H:25])[c:26]1[H:27])(\[Cl:28])[H:29],0.35143356161761863,0.3859174819852186,0.40044743046550896,0.433795880156781,0.3378594129060707,0.3723740228218083,0.38723777436533025,0.42061670973118925,0.32875217116535643,0.36342016450151526,0.3778257999924953,0.4112407993376186,0.24010768073806546,0.27445303887522826,0.2886598969546482,0.32254917399068295,0.31366090352604864,0.009357797284159544
488,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[N:11]([H:12])[H:13])[Br:14])([H:15])[Br:16],0.4110123429818193,0.439693848114433,0.45505750600473477,0.5036544183846077,0.40277709456263694,0.43078785351015003,0.4467318714823988,0.4952732293419957,0.3835663396275345,0.4120741877889743,0.42742959175609946,0.4762688554797581,0.06582497975972595,0.09392372011709997,0.10973355454116245,0.15784371663288727,0.3589298295281263,0.0015210116206132273
489,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[N:11]([C:12]([H:13])([H:14])[H:15])[C:16]([H:17])([H:18])[H:19])[H:20])([Br:21])[H:22],0.37860963701108064,0.42148296675103314,0.4583164060443833,0.4964300891743155,0.3694555632836588,0.4121005230287237,0.4489183628341988,0.48718250057515655,0.3565801872349705,0.39932686189373734,0.43588991907900676,0.47413104409965945,0.29889850203033075,0.34222181635278337,0.37855324362396947,0.4168141764654836,0.3246590552853602,-0.009206579402962467
490,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[N:11]([C:12]([H:13])([H:14])[H:15])[H:16])[Br:17])([C:18]([H:19])([H:20])[H:21])[C:22]([H:23])([H:24])[H:25],0.39786253528572263,0.43719495914395096,0.47193200909996447,0.505442077694145,0.38397998734838007,0.4231714056536579,0.45789385201302346,0.4914579777742226,0.3633688813700829,0.4026149476497031,0.4372513028740694,0.47075069195557023,0.2465528388329566,0.28618982565391915,0.32076169755245953,0.3544644014044164,0.3239470996196592,-0.008558624145673965
491,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[H:11])[C:12]([H:13])([H:14])[H:15])([c:16]1[c:17]([H:18])[c:19]([H:20])[c:21]([H:22])[c:23]([H:24])[c:25]1[H:26])[Br:27],0.37051055532710514,0.39537040798257794,0.40352162880791465,0.4264433403537816,0.36449004781822947,0.3890554104921614,0.39755123350265403,0.4204478679543205,0.35154501647759195,0.37603949810105336,0.38419700078996233,0.407062669319722,0.19542076532631064,0.2198576518104418,0.22770642600629531,0.2511024004630483,0.33519693597986533,0.005178548016520096
492,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[H:11])[c:12]1[c:13]([H:14])[c:15]([H:16])[c:17]([H:18])[c:19]([H:20])[c:21]1[H:22])([Br:23])[C:24]([H:25])([H:26])[H:27],0.37882617041145644,0.4016391395561253,0.4162650176060313,0.44573763254647714,0.3713470477837001,0.3939215410894644,0.4088528457535487,0.43840462541443526,0.3521567135150645,0.37485917183784767,0.38940159735129065,0.4188958589747672,0.08576416151495062,0.10840010534475049,0.12307368571194463,0.1528384922346895,0.3365055488682615,0.01161352517579014
493,[C:1]([H:2])([H:3])=[N+:4]([O-:5])[O-:6].[C:7](=[C:8]([C:9](=[O:10])[N:11]([c:12]1[c:13]([H:14])[c:15]([H:16])[c:17]([H:18])[c:19]([H:20])[c:21]1[H:22])[H:23])[Cl:24])([Cl:25])[Cl:26],0.3804650495539949,0.3923142464596429,0.40915135563709565,0.4407199599311287,0.36543484514486,0.37761422796043853,0.3943400210410327,0.42603947809000475,0.33433478631952906,0.34677499497847464,0.3631232496874889,0.39533083768316957,0.07972557847365147,0.09128108015517779,0.10785836165193433,0.13962876764206814,0.330675101748912,0.017302362920988697
494,[C:1]([H:2])([H:3])=[N+:4]([O-:5])[O-:6].[C:7](=[C:8](/[C:9](=[O:10])[C:11]([H:12])([H:13])[H:14])[H:15])(\[Br:16])[Cl:17],0.3974110417837415,0.4271856952529314,0.4696140549336886,0.5104315777735648,0.3776926246897901,0.4073760379000202,0.4499783472363187,0.49089813491766077,0.3620334594460941,0.3919153801581059,0.4344917326722625,0.4752581600655271,0.051192099733331345,0.08102480930512435,0.12347284470881097,0.16438487805272792,0.35410337672212855,0.021087051072319507
495,[C:1]([H:2])([H:3])=[N+:4]([O-:5])[O-:6].[C:7](=[C:8](/[C:9](=[O:10])[N:11]([C:12]([H:13])([H:14])[H:15])[H:16])[H:17])(\[H:18])[Br:19],0.39438858449994346,0.43248475959210964,0.47258460776531785,0.4956983227069759,0.38100252047621475,0.41889793834376754,0.45927267561261587,0.48257200012780244,0.36737891604982736,0.4055044039587957,0.445481011049647,0.46877689115801785,0.08086199164997518,0.119001589604193,0.15882553128503624,0.18240976706825363,0.3419647554022467,0.0020270994290497585
496,[C:1]([H:2])([H:3])=[N+:4]([O-:5])[O-:6].[C:7](=[C:8](/[C:9](=[O:10])[O:11][C:12]([H:13])([H:14])[H:15])[Cl:16])(\[Br:17])[Cl:18],0.4048184462102441,0.42902784439938957,0.4656872465205164,0.5107875712633669,0.38954282211861313,0.41357797425431986,0.4505321293808386,0.49553468061352773,0.36714277921871774,0.39120117717156233,0.4281444558158422,0.4732714880102029,0.04720786610515957,0.07136382320273839,0.1081598284033849,0.1530784903934066,0.36057982468754596,0.021022580677461277
497,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[N:11]([c:12]1[c:13]([H:14])[c:15]([H:16])[c:17]([H:18])[c:19]([H:20])[c:21]1[H:22])[H:23])[Br:24])([C:25]([H:26])([H:27])[H:28])[C:29]([H:30])([H:31])[H:32],0.3800607064297242,0.40879117742695986,0.41408607313093426,0.4363554154767125,0.3683753250947414,0.3972112745134754,0.40247434849274183,0.42461178900513896,0.3469620861617112,0.3756334320689555,0.38074354614419753,0.4029610635094742,0.2485948426747905,0.27769628236156124,0.2821552210309235,0.3045779372939083,0.3067561509536657,-0.0021956309419946694
498,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[N:11]([C:12]([H:13])([H:14])[H:15])[C:16]([H:17])([H:18])[H:19])[c:20]1[c:21]([H:22])[c:23]([H:24])[c:25]([H:26])[c:27]([H:28])[c:29]1[H:30])([C:31]([H:32])([H:33])[H:34])[c:35]1[c:36]([H:37])[c:38]([H:39])[c:40]([H:41])[c:42]([H:43])[c:44]1[H:45],0.34255861004411325,0.37483081464080775,0.3688775491837117,0.3784505805378514,0.3287849635984784,0.36110009400644294,0.35516483977434965,0.3647757474000973,0.3242274794211047,0.35651594291359107,0.3505313722034956,0.3601900132893824,0.29414850419560845,0.3266774192745602,0.3203785436117014,0.33030476380665325,0.2883723167394775,-0.0004317111646243682
499,[C:1]([H:2])([H:3])=[N+:4]([O-:5])[O-:6].[C:7](=[C:8](/[C:9](=[O:10])[N:11]([H:12])[H:13])[c:14]1[c:15]([H:16])[c:17]([H:18])[c:19]([H:20])[c:21]([H:22])[c:23]1[H:24])(\[c:25]1[c:26]([H:27])[c:28]([H:29])[c:30]([H:31])[c:32]([H:33])[c:34]1[H:35])[H:36],0.33824196736538703,0.3598385632564355,0.3656292755633238,0.3987889097249836,0.333254410318479,0.35481979779366474,0.36088620482590694,0.3939802705311316,0.30771976022473657,0.32913015626940156,0.3347041619375625,0.36807376849889223,0.06145112414372813,0.08253246228413587,0.08830174003376877,0.12186289711714986,0.28946638055199736,0.032445517681394864
500,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[H:11])[Cl:12])([c:13]1[c:14]([H:15])[c:16]([H:17])[c:18]([H:19])[c:20]([H:21])[c:22]1[H:23])[C:24]([H:25])([H:26])[H:27],0.38159294471027244,0.4087176061535234,0.42045087353072025,0.45027147251136446,0.36448158497597705,0.3914661282054777,0.4032375987269187,0.4329865387316777,0.350114739339093,0.3772905451265255,0.388762638470414,0.41858218677415404,0.25560741685634086,0.28298020668207774,0.29416902654976707,0.32416891241717705,0.3338381964623168,-0.005868676454143818
501,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[N:11]([C:12]([H:13])([H:14])[H:15])[H:16])[C:17]([H:18])([H:19])[H:20])([H:21])[C:22]([H:23])([H:24])[H:25],0.38557367926655445,0.47223221295249285,0.5166662312862955,0.5264982515928786,0.36901665438613673,0.4556548203685443,0.5001798471354396,0.510054021092795,0.34884874190443627,0.4355080653968078,0.48007134233391763,0.4898406275857875,0.3127570882898618,0.3995815302920143,0.4440590748718054,0.4538239116154642,0.318228792132258,-0.011759215119141773
502,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[O:11][C:12]([C:13]([H:14])([H:15])[H:16])([C:17]([H:18])([H:19])[H:20])[C:21]([H:22])([H:23])[H:24])[H:25])([H:26])[H:27],0.3866755246322714,0.45943915613108366,0.5174799728933583,0.5298571196481578,0.37902819013586636,0.4517369139162907,0.5097329797162657,0.5221456160664069,0.3692827592428712,0.44208203581589045,0.5000543430705013,0.5124556466568261,0.3424318302523709,0.4153744857996825,0.4733942868714693,0.485655359915131,0.35098580271847846,-0.016581163697045383
503,[C:1]([H:2])([H:3])=[N+:4]([O-:5])[O-:6].[C:7](=[C:8](/[C:9](=[O:10])[H:11])[Br:12])(\[Br:13])[c:14]1[c:15]([H:16])[c:17]([H:18])[c:19]([H:20])[c:21]([H:22])[c:23]1[H:24],0.3500495972127268,0.36133399237510616,0.3726801658126533,0.41914936982793627,0.34285015655432344,0.3541902412185538,0.36570224101149473,0.4118901679619425,0.31574739475200075,0.327116991624807,0.33837654775230386,0.385151385582156,0.028173988274527405,0.03840350067296465,0.05032333207319083,0.09694115657789878,0.340741371147327,0.05133541620110456
504,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[N:11]([c:12]1[c:13]([H:14])[c:15]([H:16])[c:17]([H:18])[c:19]([H:20])[c:21]1[H:22])[H:23])[Cl:24])([Cl:25])[c:26]1[c:27]([H:28])[c:29]([H:30])[c:31]([H:32])[c:33]([H:34])[c:35]1[H:36],0.35311242172105783,0.37516096414699956,0.37152420300794653,0.373935879559766,0.3466362583431298,0.3688919559796765,0.365451611641965,0.3676089575596595,0.3252135382958656,0.3474631799444898,0.3436802534510872,0.3459598953407985,0.26850162663426963,0.2902517415858109,0.2865266533684558,0.28903355996444435,0.30341682992882013,0.006433313617089628
505,[C:1]([H:2])([H:3])([N+:4](=[O:5])[O-:6])[C:7]([C:8](=[C:9]([O-:10])[N:11]([C:12]([H:13])([H:14])[H:15])[H:16])[H:17])([c:18]1[c:19]([H:20])[c:21]([H:22])[c:23]([H:24])[c:25]([H:26])[c:27]1[H:28])[Cl:29],0.3656923519967711,0.39796452755258727,0.412266193047361,0.45502702085079355,0.3523025088687565,0.3845420124484689,0.39889528524317763,0.4416324376933384,0.3427748307597326,0.3749972761245667,0.3891989320525905,0.43190845699969777,0.30570535335126325,0.3380167052191173,0.3517240550137909,0.3948128337425761,0.32125710024384413,-0.0033756432730444987
